ID TAREA,TIPO DE TAREA,TAREA,DESCRIPCIÓN,VARIANTES,CATEGORIA,OBJETIVO,ESPACIO,SERIES,TIEMPO SERIES,TIEMPO TOTAL,MATERIAL,IMAGEN TAREA,ENLACE VIDEO DRIVE,ID_ENLACE_VIDEO_DRIVE,VIDEO_DRIVE
ES1,MOVIMIENTOS,GEMELOS,"De pie, nos apoyaremos en el compañero y flexionaremos una pierna situando su pie en el suelo, frente a nosotros, mientras estiramos de la otra hacia atrás. Entonces, adelantaremos lentamente las caderas, manteniendo recta la parte inferior de la espalda. Mantener en el suelo la pierna estirada, con los dedos señalando hacia adelante o un poco hacia adentro.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/05adb356.IMAGEN TAREA.073241.png,,,http://drive.google.com/uc?id=
ES2,MOVIMIENTOS,CUADRICEPS,"Para estirar los cuádriceps y la rodilla, nos sujetaremos la parte posterior de un pie con la mano, tirando de él lentamente hacia las nalgas. Lo hacemos con ambas piernas.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES2.IMAGEN TAREA.074558.png,,,http://drive.google.com/uc?id=
ES3,MOVIMIENTOS,ISQUIOTIBIALES,"Tumbados con el cuerpo estirado, flexionamos una pierna sobre el pecho ayudándonos con los brazos.
",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES3.IMAGEN TAREA.074528.png,,,http://drive.google.com/uc?id=
ES4,MOVIMIENTOS,PSOAS,"Nos colocamos de rodillas con una pierna hacia adelante, hasta que su rodilla esté exactamente encima del tobillo, la otra rodilla en el suelo. Bajaremos un poco la cadera hasta sentir un estiramiento suave en la parte frontal de la cadera, en los tendones de la corva (la parte posterior de los muslos) y en la ingle. No debemos adelantar la rodilla que está sobre el tobillo. Puedes estirar el brazo contrario para que estire mas el Psoas",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES4.IMAGEN TAREA.074509.png,,,http://drive.google.com/uc?id=
ES5,MOVIMIENTOS,FLEXORES,"Sentados, con los brazos apoyados detrás, una pierna flexionada hacia atrás y la otra también flexionada con la planta del pie tocando la otra rodilla. Nos echamos hacia atrás para estirar.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES5.IMAGEN TAREA.074449.png,,,http://drive.google.com/uc?id=
ES6,MOVIMIENTOS,GLUTEOS,"Sentados con la pierna derecha extendida. Flexionaremos la pierna izquierda, llevándola sobre la derecha, para colocar el pie izquierdo en la parte exterior de la rodilla derecha. Después, flexionaremos el brazo derecho, situando el codo en la parte exterior del muslo izquierdo, sobre la rodilla. Durante este estiramiento debemos usar el codo derecho para mantener inmóvil la pierna izquierda",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES6.IMAGEN TAREA.074430.png,,,http://drive.google.com/uc?id=
ES7,MOVIMIENTOS,ABDUCTORES,"Sentados, con las piernas flexionadas, los pies unidos por las plantas, nos cogemos los pies y nos inclinamos hacia delante.
",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES7.IMAGEN TAREA.074407.png,,,http://drive.google.com/uc?id=
ES8,MOVIMIENTOS,CADERA,"Estiramos la cadera de manera que rotamos donde se juntan la cadera y las piernas para así poder estirar esa zona tan delicada.
",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES8.IMAGEN TAREA.074337.png,,,http://drive.google.com/uc?id=
ES9,MOVIMIENTOS,BRAZOS,"Entrelazamos las manos, con las palmas de las manos hacia delante, estiramos los brazos hacia delante.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES9.IMAGEN TAREA.074312.png,,,http://drive.google.com/uc?id=
ES10,MOVIMIENTOS,CERVICALES,"Ejercicio de fortalecimiento de espalda, con las manos en el pecho, levantamos los codos hasta la altura de los hombros, relajamos los hombros, echamos los codos hacia atrás juntando los omóplatos
",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES10.IMAGEN TAREA.074255.png,,,http://drive.google.com/uc?id=
ES11,MOVIMIENTOS,CUELLO,"De pie o sentados, estiramos lateralmente el cuello, inclinando la cabeza hacia un lado ayudándonos de la mano.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES11.IMAGEN TAREA.074237.png,,,http://drive.google.com/uc?id=
ES12,MOVIMIENTOS,ESPALDA,"De pie, con las piernas rectas, ligeramente separadas, inclinamos el cuerpo y apoyamos los brazos extendidos. Para estirar bajamos mas el cuerpo.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES12.IMAGEN TAREA.074122.png,,,http://drive.google.com/uc?id=
ES13,MOVIMIENTOS,HOMBROS,"De pie o sentados, cruce una muñeca sobra la otra entrelazando las manos. Estire y extienda los brazos hasta que las manos queden por encima de la cabeza y hacia atrás.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES13.IMAGEN TAREA.074103.png,,,http://drive.google.com/uc?id=
ES14,MOVIMIENTOS,LUMBARES,"Elevar los brazos y las manos al máximo y ponerse de puntillas.
",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES14.IMAGEN TAREA.074047.png,,,http://drive.google.com/uc?id=
ES15,MOVIMIENTOS,MANOS,"Entrelazamos las manos y giramos la muñeca en ambos sentidos.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",ESTIRAMIENTOS,,,,1,,TAREAS_Images/ES15.IMAGEN TAREA.074029.png,,,http://drive.google.com/uc?id=
T305,RONDO,RONDO PROGRESAR + FINALIZAR,"Iniciamos en el primer espacio un 5x2, donde tenemos que dar 5 pases para poder pasar a la siguiente zona. Si llegamos a la última, podemos marcar gol tras los 5 pases. Si los rivales roban dos veces antes de marcar gol, se cambia la pareja que roba y se les da un punto.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN",PROGRESAR,15x45,3,4,15,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/1cfe8e2e.IMAGEN TAREA.120312.png,https://drive.google.com/file/d/1fzs2c3KOP2KcuZN0JTRrojdJbRFCri1H/view?usp=drive_link,1fzs2c3KOP2KcuZN0JTRrojdJbRFCri1H,http://drive.google.com/uc?id=1fzs2c3KOP2KcuZN0JTRrojdJbRFCri1H
T306,EVOLUCIONES,FINALIZACIÓN DOBLE PARED,"Jugamos por equipos, cada equipo tiene que realizar dos paredes, tras desmarque, para finalizar antes de entrar al área.",,"CADETE , INFANTIL , ALEVIN , BENJAMIN",FINALIZAR,1/2 Campo,4,3,15,"BALONES , CHINOS , PETOS",TAREAS_Images/5c961f3f.IMAGEN TAREA.115029.jpg,https://drive.google.com/file/d/1FQaq0TL2z64ssE0pB17ap3lDO1ASo6fA/view?usp=drive_link,1FQaq0TL2z64ssE0pB17ap3lDO1ASo6fA,http://drive.google.com/uc?id=1FQaq0TL2z64ssE0pB17ap3lDO1ASo6fA
T307,EVOLUCIONES,FINALIZACIONES CON CENTROS LATERALES,"Oleada de finalizaciones con varias opciones. Empezamos con un pase interior y centro y remate. Segundo balón pase interior y dejamos de cara para que finalice el compañero y por último, pared en banda para centro y remate. Trabajamos el ocupar los espacios en primer y segundo palo.","Podemos meter en vez de las picas, un jugador a realizar oposición pasiva o real.","SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN",CENTRO Y REMATE,1/2 Campo,4,4,20,"BALONES , CHINOS , PICAS",TAREAS_Images/bfeac0b5.IMAGEN TAREA.115619.jpg,https://drive.google.com/file/d/1FWcRs_uLxlkqcvVY8YCPuNTUzjt23l5e/view?usp=drive_link,1FWcRs_uLxlkqcvVY8YCPuNTUzjt23l5e,http://drive.google.com/uc?id=1FWcRs_uLxlkqcvVY8YCPuNTUzjt23l5e
T308,EVOLUCIONES,FINALIZACIONES DOS PORTERÍAS,"Dividimos en dos grupos, cada grupo realiza dos series en cada perfil. Seguimos la secuencia de pases para atacar primer palo (azules) y segundo (rojos) en cada perfil, trabajamos una financiación diferente.","Podemos meter en vez de las picas, un jugador a realizar oposición pasiva o real.","SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN",FINALIZAR,1/2 Campo,4,3,15,"BALONES , CHINOS , PETOS , PICAS , PORTERIA REGLAMENTARIA",TAREAS_Images/07dd9d8a.IMAGEN TAREA.120225.jpg,https://drive.google.com/file/d/1F_wvnaEaIwWCFapaX51Nk86FPAhN8p3v/view?usp=drive_link,1F_wvnaEaIwWCFapaX51Nk86FPAhN8p3v,http://drive.google.com/uc?id=1F_wvnaEaIwWCFapaX51Nk86FPAhN8p3v
T309,TÉCNICA INDIVIDUAL,CONTROL ORIENTADO 4 DIRECCIONES,"Trabajamos en grupos de 4. Uno inicia y da pase al jugador que tiene que realizar el control orientado. Los otros dos jugadores, salen de cada lado para obstaculizar al jugador que tiene que hacer el control, este tendrá que realizar el control orientado hacia donde él crea que los defensores no le pueden robar el balón. Tiene que intentar finalizar en las porterías pequeñas o conducir entre los chinos.",,"INFANTIL , ALEVIN , BENJAMIN",CONTROL ORIENTADO,10x10,6,2,15,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/25d80e8b.IMAGEN TAREA.120903.jpg,https://drive.google.com/file/d/1FhD1oQetLN0YYhPH8Vh_43I1zFKuGdaI/view?usp=drive_link,1FhD1oQetLN0YYhPH8Vh_43I1zFKuGdaI,http://drive.google.com/uc?id=1FhD1oQetLN0YYhPH8Vh_43I1zFKuGdaI
T310,EVOLUCIONES,DESDOBLE + FIJAR + CENTRO,"Realizamos una pared y una temporización hasta que el compañero realice el desdoble, Cuando lo realice, llegamos al remate haciendo un cruce entre delanteros.",,"ALEVIN , BENJAMIN",CENTRO Y REMATE,1/2 Campo,4,3,15,"BALONES , CHINOS , PICAS",TAREAS_Images/885a5f3e.IMAGEN TAREA.121150.jpg,https://drive.google.com/file/d/1FifBdimxIcvX08ar1PciC9L4gAY74gqX/view?usp=drive_link,1FifBdimxIcvX08ar1PciC9L4gAY74gqX,http://drive.google.com/uc?id=1FifBdimxIcvX08ar1PciC9L4gAY74gqX
T311,ACCIONES COMBINADAS,1x1 ATAQUE TRAS CONTROL ORIENTADO,"Jugamos un 1x2, iniciando con un pase al compañero que entra en el espacio marcado y tras realizar un control orientado a la zona donde quiere atacar, se juega el 1x2.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",CONTROL ORIENTADO,20x10,4,3,15,"BALONES , CONOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/e5c401e0.IMAGEN TAREA.154941.jpg,https://drive.google.com/file/d/1cJHrQTtSRfOka_T_RVrEVEzC23W6LMHu/view?usp=drive_link,1cJHrQTtSRfOka_T_RVrEVEzC23W6LMHu,http://drive.google.com/uc?id=1cJHrQTtSRfOka_T_RVrEVEzC23W6LMHu
T312,ACCIONES COMBINADAS,1x1 COMODÍN PAREDES,"Jugamos 4 jugadores por fuera y un jugador dentro. El jugador de dentro, realiza una pared con uno de los de fuera y este jugará un 1x1 con otro de los jugadores de fuera, intentando meter gol en portería pequeña.",,"CADETE , INFANTIL , ALEVIN , BENJAMIN",PAREDES,25x25,4,3,15,"BALONES , CHINOS , PORTERIA PEQUEÑA",TAREAS_Images/4a26d4a6.IMAGEN TAREA.195005.jpg,https://drive.google.com/file/d/11DyqrLNA8d6S-4pgzvr0W5Dq4iqBWcyi/view?usp=drive_link,11DyqrLNA8d6S-4pgzvr0W5Dq4iqBWcyi,http://drive.google.com/uc?id=11DyqrLNA8d6S-4pgzvr0W5Dq4iqBWcyi
T313,ACCIONES COMBINADAS,EXTREMO vs LATERAL,"Jugamos un 1x1 simulando un enfrentamiento entre laterales y extremos. El atacante, tiene que superar al defensor por una de las dos opciones (fuera o dentro) para poder finalizar, si supera al defensa por fuera tiene que realizar un centro para que el delantero remate, si supera por dentro realiza una pared con el delantero y finaliza.",Meter más defensas.,"JUVENIL , CADETE , INFANTIL , ALEVIN",1x1,1/2 campo,4,4,20,"BALONES , CHINOS , PETOS , PORTERIA REGLAMENTARIA",TAREAS_Images/338ab7cd.IMAGEN TAREA.195252.jpg,https://drive.google.com/file/d/1O1H1cn3c4DSgll_JQXgZkRiyuA8G1_Ua/view?usp=drive_link,1O1H1cn3c4DSgll_JQXgZkRiyuA8G1_Ua,http://drive.google.com/uc?id=1O1H1cn3c4DSgll_JQXgZkRiyuA8G1_Ua
T314,ACCIONES COMBINADAS,SALIDA BALON 1-4-2-3-1,"Trabajo de salida de balón, donde iniciamos con central y trabajamos los movimientos de los 3 jugadores del centro del campo.",,"SENIOR , JUVENIL , CADETE , INFANTIL",SALIDA DE BALÓN,Campo entero,4,4,20,"BALONES , PETOS",TAREAS_Images/5ef1d32d.IMAGEN TAREA.195422.jpg,https://drive.google.com/file/d/1ZDk7K9WKjVIAGNwIrA5KrnOUwW9o7sE8/view?usp=drive_link,1ZDk7K9WKjVIAGNwIrA5KrnOUwW9o7sE8,http://drive.google.com/uc?id=1ZDk7K9WKjVIAGNwIrA5KrnOUwW9o7sE8
T315,ACCIONES COMBINADAS,TRANSICIÓN 2x1+1x1,"Iniciamos con un 2x1, donde el que lleva el balón tiene que fijar al rival y dar pase al compañero para que finalice. Si el defensor intercepta el primer pase, el que defiende el siguiente 1x1, es el que inicia la jugada. Si el defensor intercepta al segundo jugador e impide que marque gol, sera ese segundo jugador quien defienda el 1x1 y por último, si el defensor no intercepta a ningún atacante, será él el que defienda el 1x1.",,"CADETE , INFANTIL , ALEVIN , BENJAMIN",TRANSICIONES DEFENSIVAS,20x20,4,3,15,"BALONES , CONOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/7d938190.IMAGEN TAREA.204134.jpg,https://drive.google.com/file/d/1HcpQQDrW1LjCAvrua9vtyQi0QR_jNYyd/view?usp=drive_link,1HcpQQDrW1LjCAvrua9vtyQi0QR_jNYyd,http://drive.google.com/uc?id=1HcpQQDrW1LjCAvrua9vtyQi0QR_jNYyd
T316,EVOLUCIONES,3X3+3 DOS ZONAS,"Jugamos en dos zonas y en 3 tríos. Uno de los tríos, juega por fuera y uno de ellos en medio de las dos zonas. En cada espacio pueden jugar un 2x2, los otros jugadores (1x1) tienen que estar en la zona débil, para cuando se juegue en ella participar.",,"JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",MANTENER,20x40,4,4,20,"BALONES , CONOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/T316.IMAGEN TAREA.204806.jpg,https://drive.google.com/file/d/1BZOZogawTywP3-NcWAHQ2FcmLgrLsqTf/view?usp=drive_link,1BZOZogawTywP3-NcWAHQ2FcmLgrLsqTf,http://drive.google.com/uc?id=1BZOZogawTywP3-NcWAHQ2FcmLgrLsqTf
T317,JUEGO LÚDICO,A QUE NO ME PILLAS,"Jugamos por equipos. Cada acción salen un atacante y un defensor. El atacante puede elegir el balón y la portería donde marcar gol. El defensor tiene que evitarlo, pero no puede tocar el balón antes que el atacante.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN , SALA",REGATE,20x15,3,3,10,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/T317.IMAGEN TAREA.205246.jpg,https://drive.google.com/file/d/13nSeI6fgM2aPhCAmNv5lelmSRi8bzjNn/view?usp=drive_link,13nSeI6fgM2aPhCAmNv5lelmSRi8bzjNn,http://drive.google.com/uc?id=13nSeI6fgM2aPhCAmNv5lelmSRi8bzjNn
T318,POSESIÓN,POSESION JUGAR CON PORTERO,"Jugamos dos equipos, donde colocamos a los porteros en los fondos de los campos. Tratamos de hacer gol en las porterías pequeñas, tras jugar con ambos porteros.",Marcar gol en las porterías grandes.,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN",MANTENER,60x40,3,8,30,"BALONES , CHINOS , PETOS",TAREAS_Images/T318.IMAGEN TAREA.210210.jpg,https://drive.google.com/file/d/1L7gXTaFA6j8_Jtl1tA9q2Oe-2xxv_1gA/view?usp=drive_link,1L7gXTaFA6j8_Jtl1tA9q2Oe-2xxv_1gA,http://drive.google.com/uc?id=1L7gXTaFA6j8_Jtl1tA9q2Oe-2xxv_1gA
T319,TÉCNICA COLECTIVA,PAREDES + FINALIZACIÓN,"Trabajamos la pared, el jugador de dentro hace una pared con uno de fuera, el que finaliza se queda a hacer pared al siguiente.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",PAREDES,20x30,3,4,15,"BALONES , CHINOS , PICAS , PORTERIA PEQUEÑA",TAREAS_Images/T319.IMAGEN TAREA.211403.jpg,https://drive.google.com/file/d/1K454VquZPRWQfYiKujsW27vigsisNNOg/view?usp=drive_link,1K454VquZPRWQfYiKujsW27vigsisNNOg,http://drive.google.com/uc?id=1K454VquZPRWQfYiKujsW27vigsisNNOg
T320,TÉCNICA COLECTIVA,PASES EN TRIO - DESMARQUES,"Iniciamos con paredes y desmarques de apoyo de los dos jugadores lejanos al que inicia. Vamos variando las secuencias de pases, jugando en corto y largo.",,"JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",DESMARQUES DE APOYO,25x15,3,4,15,"BALONES , CONOS , PICAS",TAREAS_Images/T320.IMAGEN TAREA.211433.jpg,https://drive.google.com/file/d/1aTdJRgftY-FyNr0uIy5Cw7wPQqPePRgS/view?usp=drive_link,1aTdJRgftY-FyNr0uIy5Cw7wPQqPePRgS,http://drive.google.com/uc?id=1aTdJRgftY-FyNr0uIy5Cw7wPQqPePRgS
T321,RONDO,RONDO 6x3 TRIOS,"Jugamos un rondo en 3 trios (9 jugadores) el equipo que roba, cuando intercepta, tiene que jugar con el equipo que no ha perdido el balón y cambiar posiciones con el equipo que ha perdido el balón.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",INTERCEPTACIÓN,10x10,4,4,20,"BALONES , CONOS , PETOS",TAREAS_Images/b4db0049.IMAGEN TAREA.180637.jpg,https://drive.google.com/file/d/1u25acQmy7tO8VvmNfzOCkCdxkCbmdu03/view?usp=drive_link,1u25acQmy7tO8VvmNfzOCkCdxkCbmdu03,http://drive.google.com/uc?id=1u25acQmy7tO8VvmNfzOCkCdxkCbmdu03
T322,ACCIONES COMBINADAS,3x3+2,"Jugamos dos equipo de 3 jugadores en la zona marcada. En ese 3x3, tenemos que conseguir un número de pases (poner según nivel del equipo) para sacar el balón fuera a uno de los comodines y atacar un 3x3 en el área para rematar un centro lateral.",,"JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",AMPLITUD,1/2 Campo,4,4,20,"BALONES , CONOS , PETOS , PORTERIA REGLAMENTARIA",TAREAS_Images/df75e9a3.IMAGEN TAREA.181217.jpg,https://drive.google.com/file/d/1ygP2aKFXmk8DsqzE7LX9z7KuZYur-Mf4/view?usp=drive_link,1ygP2aKFXmk8DsqzE7LX9z7KuZYur-Mf4,http://drive.google.com/uc?id=1ygP2aKFXmk8DsqzE7LX9z7KuZYur-Mf4
T323,ACCIONES COMBINADAS,4x4+2 - 4 ESPACIOS,"Jugamos en 4 zonas, en cada zona un 1x1. Tenemos dos comodines que tienen que jugar en la zona donde este el balón. Para meter gol, tienen que tocar el balón los 4 jugadores del mismo equipo.","Para cambiar de zona, dar 3 pases en cada zona.","JUVENIL , CADETE , INFANTIL , ALEVIN",BUSCAR SUPERIORIDADES,3/4 campo,4,4,20,"BALONES , CONOS , PETOS , PORTERIA REGLAMENTARIA",TAREAS_Images/377d51ab.IMAGEN TAREA.181620.jpg,https://drive.google.com/file/d/1prtKo8phgctRDM6oKZIjbZl7J1N-ZMGc/view?usp=drive_link,1prtKo8phgctRDM6oKZIjbZl7J1N-ZMGc,http://drive.google.com/uc?id=1prtKo8phgctRDM6oKZIjbZl7J1N-ZMGc
T324,ACCIONES COMBINADAS,ATAQUES 1x1-2x2-3x3-4x4 AREA GRANDE,"Jugamos 4 ataques. Cada ataque lo empieza el jugador del equipo que defiende. Cada ataque es un jugador más, se empieza 1x1, hasta llegar al 4x4.",Cada atacante solo puede jugar en su zona.,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",ATAQUE RAPIDO,Area grande,3,4,15,"BALONES , CONOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/01636b2e.IMAGEN TAREA.181909.jpg,https://drive.google.com/file/d/1bvlrIb3hONGXZSDfyAOSbiz7JbB3cw_L/view?usp=drive_link,1bvlrIb3hONGXZSDfyAOSbiz7JbB3cw_L,http://drive.google.com/uc?id=1bvlrIb3hONGXZSDfyAOSbiz7JbB3cw_L
T325,TÉCNICA COLECTIVA,CALENTAMIENTO 3 JUGADORES,"Se inicia una secuencia de pases, donde el jugador que está en el centro, se separa para realizar una pared.",,"CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",PAREDES,10x25,4,2,10,"BALONES , CONOS",TAREAS_Images/bf09c11e.IMAGEN TAREA.182130.jpg,https://drive.google.com/file/d/1dEUjsiTLXxTjIHgzf8CZ0D5d-nDR5caa/view?usp=drive_link,1dEUjsiTLXxTjIHgzf8CZ0D5d-nDR5caa,http://drive.google.com/uc?id=1dEUjsiTLXxTjIHgzf8CZ0D5d-nDR5caa
T326,TÉCNICA COLECTIVA,CONDUCCIÓN Y PASE,"Iniciamos una conducción y cuando llegamos a la altura de los conos, le damos un pase al compañero, recibimos el pase del compañero y seguimos en conducción.",,"INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",CONDUCCIÓN,10x25,4,2,10,"BALONES , CONOS",TAREAS_Images/5d06468a.IMAGEN TAREA.182521.jpg,https://drive.google.com/file/d/1sgEiN5Z3lqtyDzMPx3bBLpqcZltxC94M/view?usp=drive_link,1sgEiN5Z3lqtyDzMPx3bBLpqcZltxC94M,http://drive.google.com/uc?id=1sgEiN5Z3lqtyDzMPx3bBLpqcZltxC94M
T327,TÉCNICA COLECTIVA,DESMARQUES + FINALIZACION POR EQUIPOS,"Realizamos una secuencia de pases, donde nos tememos que desmarcar para recibir y dejar de cara. Jugamos por equipos, gana un punto el que primero marca gol.",,"CADETE , INFANTIL , ALEVIN , BENJAMIN",DESMARQUES DE APOYO,10x25,4,3,15,"BALONES , CONOS , PETOS , PICAS , PORTERIA PEQUEÑA",TAREAS_Images/b12f8b80.IMAGEN TAREA.182905.jpg,https://drive.google.com/file/d/1B9ZwNmXIr3kJAUMSiKo_4fhOgUFjNLZl/view?usp=drive_link,1B9ZwNmXIr3kJAUMSiKo_4fhOgUFjNLZl,http://drive.google.com/uc?id=1B9ZwNmXIr3kJAUMSiKo_4fhOgUFjNLZl
T328,TÉCNICA COLECTIVA,RUEDA PASES 5 JUGADORES,"Jugamos 5 jugadores en un cuadrado de 20x20, donde tenemos que jugar una pared y jugar lejano.",Cambiar la distancia del cuadrado.,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN",PASE,20x20,4,3,15,"BALONES , CONOS",TAREAS_Images/e8d96724.IMAGEN TAREA.183349.jpg,https://drive.google.com/file/d/16apNkn50IUhozH02WQXYMGKlhD2JVwsF/view?usp=drive_link,16apNkn50IUhozH02WQXYMGKlhD2JVwsF,http://drive.google.com/uc?id=16apNkn50IUhozH02WQXYMGKlhD2JVwsF
T329,TÉCNICA COLECTIVA,RUEDA PASES 6 JUGADORES - 2 PAREDES,Jugamos 6 jugadores a la vez con dos balones. El jugador central tiene que realizar 2 paredes y seguir la secuencia de pases.,,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",PAREDES,30x30,4,3,15,"BALONES , CHINOS , PICAS",TAREAS_Images/5b58bdd8.IMAGEN TAREA.183659.jpg,https://drive.google.com/file/d/1n9Fe9EIeQRqLRwNrPUjlktxj66sQAPEc/view?usp=drive_link,1n9Fe9EIeQRqLRwNrPUjlktxj66sQAPEc,http://drive.google.com/uc?id=1n9Fe9EIeQRqLRwNrPUjlktxj66sQAPEc
T330,TÉCNICA COLECTIVA,RUEDA PASES TOMA DE DECISIÓN CON OPOSICIÓN,"Jugamos dos equipos, uno hace oposición y el otro realiza la rueda de pases. Los pases lo eligen los jugadores dependiendo de la presión del rival. Cada serie cambiamos de rol a los equipos.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",TOMA DE DECISION,30x30,6,2,15,"BALONES , CHINOS , PETOS",TAREAS_Images/ef1b9ecc.IMAGEN TAREA.184046.jpg,https://drive.google.com/file/d/125uGExHJZwDrfbzRdJ8G4SGYsH8GXHdQ/view?usp=drive_link,125uGExHJZwDrfbzRdJ8G4SGYsH8GXHdQ,http://drive.google.com/uc?id=125uGExHJZwDrfbzRdJ8G4SGYsH8GXHdQ
T331,ACCIONES COMBINADAS,ATAQUE DIAGONAL 4x1,"Iniciamos una jugada con un pase del punta al medio centro, el defensor sale a presionar el pase y el medio tiene que jugar con un extremo rápido para atacar. EL defensor tiene que llegar a defender y el punta a dar apoyo al extremo.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",ATAQUE RAPIDO,1/2 Campo,4,4,20,"BALONES , CHINOS , PETOS",TAREAS_Images/4598688b.IMAGEN TAREA.202028.jpg,https://drive.google.com/file/d/18MRCxgDoFtCSLVsxIQr9OvW-Dgi1_Ri6/view?usp=drive_link,18MRCxgDoFtCSLVsxIQr9OvW-Dgi1_Ri6,http://drive.google.com/uc?id=18MRCxgDoFtCSLVsxIQr9OvW-Dgi1_Ri6
T332,ACCIONES COMBINADAS,ATAQUES 3x3+2,Jugamos un 3x3 en la zona marcada con 2 comodines por fuera. Para marcar gol hay que realizar 7 pases y atacar area con los 3 jugadores. Si robas tienes 3 pases para hacer gol en porteria pequeña.,,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",PROGRESAR,25x20,4,4,20,"BALONES , CONOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/5fb62f66.IMAGEN TAREA.202412.jpg,https://drive.google.com/file/d/1H2nTtEdGP0JdWB9VsNgGuvmxYFSjnjBm/view?usp=drive_link,1H2nTtEdGP0JdWB9VsNgGuvmxYFSjnjBm,http://drive.google.com/uc?id=1H2nTtEdGP0JdWB9VsNgGuvmxYFSjnjBm
